mission_status,title,launch_time,description,article_link,location,videos,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.payload_to_leo,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.rocket_details_link,rocket_data.rocket_id,rocket_data.payload_to_gto,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.fairing_height,mission_data.title,mission_data.description,mission_data.orbit,mission_data.payloads,mission_data.total_mass
,Skylark 5-8,NET 2024,,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,Skylark 5-8,"The Skylark satellites, built and operated by Spire, will monitor all near-Earth orbits from space, delivering enhanced Space Situational Awareness services to the global satellite community, with timely and precise information for space object detection, tracking, orbit determination, collision avoidance, navigation, and proximity alerts.",Low Earth Orbit,4,
,Skylark 9-12,NET 2024,,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,Skylark 9-12,"The Skylark satellites, built and operated by Spire, will monitor all near-Earth orbits from space, delivering enhanced Space Situational Awareness services to the global satellite community, with timely and precise information for space object detection, tracking, orbit determination, collision avoidance, navigation, and proximity alerts.",Low Earth Orbit,4,
,StriX Launch 6,NET 2024,,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,StriX Launch 6,This is the second of a bulk buy of two Electron launches by Synspective to deliver their StriX satellites to low Earth orbit. StriX satellites can collect data with a ground resolution of 1-3m and a swath width of more than 10-30km. Each Electron launch will deliver 1 StriX satellite into orbit. This will be the overall 6th StriX satellite launched by Rocket Lab for Synspective.,,1,
,Mangalyaan-2,NET 2024,,,"Second Launch Pad, Satish Dhawan Space Centre, India",,LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,"10,000 kg",3,2,43.4 m,5.0 m,/rockets/178,178,"4,000 kg",$62.0 million,"11,898 kN",,Mangalyaan-2,"Mangalyaan-2, also known as Mars Orbiter Mission (MOM) 2, is a planned Mars orbiter following in the footsteps of Mangalyaan-1, which was also a Mars orbiter. The orbiter will use aerobraking to lower its initial apoapsis and enter into an orbit suitable for observations.The mission will include a hyperspectral camera, a high-resolution panchromatic camera, and a radar to understand early Martian crust, recent basalts, and boulder falls.",,1,
,BlackSky Gen-3 Mission 2,NET 2024,,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,BlackSky Gen-3 Mission 2,"The second of five BlackSky Technology missions to deploy its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce images with 50-centimeter resolution and to host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",Low Earth Orbit,,
,BlackSky Gen-3 Mission 3,NET 2024,,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,BlackSky Gen-3 Mission 3,"The third of five BlackSky Technology missions deploying its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce images with a resolution of 50 centimeters and to host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",Low Earth Orbit,,
,BlackSky Gen-3 Mission 4,NET 2024,,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,BlackSky Gen-3 Mission 4,"BlackSky Technology's fourth of five missions deploying its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce 50-centimeter resolution imagery and host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",Low Earth Orbit,,
,BlackSky Gen-3 Mission 5,NET 2024,,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,BlackSky Gen-3 Mission 5,"BlackSky Technology's fifth and final mission will deploy its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce images with a resolution of 50 centimeters and to host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",Low Earth Orbit,,
,Leidos Mission 2,NET 2024,,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",,Electron,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron-Rocket.webp,Image Credit: Rocket Lab,Active,320 kg,2,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,Leidos Mission 2,MACH-TB is a full-scale test of Leidos' MACH-TB program. The Multi-Service Advanced Capability Hypersonic Test Bed (MACH-TB) program aims to increase the speed of testing of all commercially available hypersonic systems. The program also envisioned the creation of an experimental glide body (EGB) that will allow the team to collect data and validate the performance of hypersonic glide body components.,,1,
,Leidos Mission 3,NET 2024,,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",,Electron,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron-Rocket.webp,Image Credit: Rocket Lab,Active,320 kg,2,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,Leidos Mission 3,MACH-TB is a full-scale test of Leidos' MACH-TB program. The Multi-Service Advanced Capability Hypersonic Test Bed (MACH-TB) program aims to increase the speed of testing of all commercially available hypersonic systems. The program also envisioned the creation of an experimental glide body (EGB) that will allow the team to collect data and validate the performance of hypersonic glide body components.,,1,
,Flight 2,NET 2024,Second test flight of the RS1 rocket and first flight of Block 2 which implements improvements related to the first failed flight and planned improvements for the future. Among the improvements is the addition of two central engines to increase thrust by 20% and 20% more propellant storage capacity.,,"LP-3C, Pacific Spaceport Complex, Kodiak, Alaska, USA",,RS1 Block 2,https://storage.googleapis.com/nextspaceflight/media/rockets/rs1_block2.webp,Image Credit: ABL Space Systems,Planned,,2,0,,2.0 m,/rockets/259,259,,$12.0 million,582 kN,,,,,,
,Demo Flight,NET 2024,First launch of the Tianlong-3.,,"Commercial LC-2, Wenchang Space Launch Site, China",,Tianlong 3,https://storage.googleapis.com/nextspaceflight/media/rockets/Tianlong-3.webp,Image Credit: Space Pioneer,Planned,"17,000 kg",2,,71.0 m,4.2 m,/rockets/291,291,,,,,,,,,
,Second Flight,NET 2024,,,"Commercial LC-2, Wenchang Space Launch Site, China",,Tianlong 3,https://storage.googleapis.com/nextspaceflight/media/rockets/Tianlong-3.webp,Image Credit: Space Pioneer,Planned,"17,000 kg",2,,71.0 m,4.2 m,/rockets/291,291,,,,,,,,,
,Third Flight,NET 2024,,,"Jiuquan Satellite Launch Center, China",,Tianlong 3,https://storage.googleapis.com/nextspaceflight/media/rockets/Tianlong-3.webp,Image Credit: Space Pioneer,Planned,"17,000 kg",2,,71.0 m,4.2 m,/rockets/291,291,,,,,,,,,
,Unknown Payload,NET 2024,,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",,Electron,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron-Rocket.webp,Image Credit: Rocket Lab,Active,320 kg,2,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,Unknown Payload,Rocket Lab will launch a HASTE (Hypersonic Accelerator Suborbital Test Electron) mission for a confidential customer from Launch Complex 2 at Virginia’s Mid-Atlantic Regional Spaceport within NASA’s Wallops Flight Facility in 2024.,,,
,Demo Flight,NET 2024,,,"Orbital Launch Pad, Bowen Orbital Spaceport",,Eris,https://storage.googleapis.com/nextspaceflight/media/rockets/Eris.webp,Image Credit: Gilmour,Planned,305 kg,3,,25.0 m,1.5 m,/rockets/298,298,,,,,,,,,
,Demo Flight,NET 2024,,,"SaxaVord Spaceport, Shetland Space Centre, United Kingdom",,Skyrora XL,https://storage.googleapis.com/nextspaceflight/media/rockets/Skyrora_XL.webp,Image Credit: Skyrora,Planned,,,,22.7 m,,/rockets/299,299,,,,,,,,,
,Demo Flight,NET 2024,,,"SaxaVord Spaceport, Shetland Space Centre, United Kingdom",,SL1,https://storage.googleapis.com/nextspaceflight/media/rockets/SL1.webp,Image Credit: HyImpulse,Planned,500 kg,3,,27.0 m,,/rockets/300,300,,,,,,,,,
,TDS-01,NET 2024,Launch vehicle variant to be confirmed.,,"First Launch Pad, Satish Dhawan Space Centre, India",,PSLV-XL,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_XL.webp,,Active,"3,250 kg",4,6,44.0 m,3.2 m,/rockets/34,34,"1,410 kg",$31.0 million,"7,661 kN",8.3 m,TDS-01,"TDS-01 (Technology Demonstration Satellite-01) is an Indian geostationary orbit technology demonstration satellite carrying payloads for the Indian Space Research Organisation (ISRO)’s Institute of Plasma Research, Gandhinagar and the CSIR-CEERI, Pilani.",Geostationary Transfer Orbit,1,
,Acadia Mission 4,NET 2024,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,Acadia Mission 4,"Capella Space introduced its latest generation of satellites named ""Acadia"", which offer increased imaging capability and improved communications connectivity. These satellites are smaller and lighter than previous models, but offer higher resolution and detection capabilities, enabling better Earth observation and more accurate decision-making.",Low Earth Orbit,1,165.0 kg
,Demo Flight,NET 2024,,,"Commercial LC-2, Wenchang Space Launch Site, China",,Long March 12,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"10,000 kg",2,0,59.0 m,3.8 m,/rockets/301,301,,,"5,000 kN",5.2 m,,,,,
,Owlet-01,NET 2024,"3rd launch of RS1, contingent on the success of its upcoming 2nd launch.",,"LP-3C, Pacific Spaceport Complex, Kodiak, Alaska, USA",,RS1 Block 2,https://storage.googleapis.com/nextspaceflight/media/rockets/rs1_block2.webp,Image Credit: ABL Space Systems,Planned,,2,0,,2.0 m,/rockets/259,259,,$12.0 million,582 kN,,Owlet-01,"Based in Reston, Virginia, Scout Space develops optical sensors for space traffic management and other applications. The Owlet is a version of the company’s Owl telescope aimed at military applications in geostationary and cislunar orbits.",,1,
,PRIME-1 (IM-2),"NET January, 2025",,,"LC-39A, Kennedy Space Center, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,PRIME-1,"Intuitive Machines-2 will deliver The Regolith and Ice Drill for Exploring New Terrain (TRIDENT) and the Mass Spectrometer observing lunar operations (MSolo). PRIME-1 will drill into the lunar surface, harvest and bring ice to the Moon’s surface, and use a mass spectrometer to measure how much is lost to sublimation as it turns from solid into vapor in a vacuum. The mission will also carry a deployable lander called Micro Nova (µNova), which will demonstrate the ability to carry a payload of 1kg and travel more than 2.5 km by doing ""hops"". During the flights, µNova will also provide high-resolution imagery of craters.",,1,
,GPS-3 7,"NET January, 2025",,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan Centaur,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_Centaur.webp,,Active,,2,,,5.4 m,/rockets/70,70,,,,,GPS-3 7,GPS-3 (Global Positioning System) or Navstar-3 (Navigation System using Timing And Ranging) are the first evolution stage of the third generation of the GPS satellites.,Medium Earth Orbit,1,
,Progress MS-30,"NET Feb 12, 2025",,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",,Soyuz 2.1a,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Crew.webp,Image Credit: Roscosmos,Active,"7,500 kg",3,4,51.38 m,4.11 m,/rockets/141,141,0 kg,$17.42 million,"4,550 kN",15.59 m,Progress MS-30,"Progress (in Russian: ""Прогресс"") MS-29 is a Russian cargo vehicle which will resupply the International Space Station. This will be the 182nd flight of a Progress.",Low Earth Orbit,1,"7,280.0 kg"
,SPHEREx & PUNCH,"NET Feb 27, 2025",,,"SLC-4E, Vandenberg SFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,SPHEREx,"The Spectro-Photometer for the History of the Universe, Epoch of Reionization and Ices Explorer mission will provide the first all-sky spectral survey. Over a two-year planned mission, the SPHEREx Observatory will collect data on more than 300 million galaxies along with more than 100 million stars in the Milky Way in order to explore the origins of the universe.",Sun-Synchronous Orbit,,178.0 kg
,LOTUSat-1 (Demo Flight),"NET February, 2025",First flight of Epsilon S.,,"Mu Pad, Uchinoura Space Center, Japan",,Epsilon S,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"1,400 kg",4,0,27.0 m,2.5 m,/rockets/41,41,0 kg,,"1,612 kN",9.19 m,LOTUSat-1,Vietnamese Earth observation satellite. NEC Corporation is contracted to construct the satellite. The satellite will contribute to measures against natural disasters and climate change in Vietnam.,Sun-Synchronous Orbit,1,580.0 kg
,LOXSAT 1,"NET February, 2025",,,"Māhia Peninsula, New Zealand",,Electron/Photon,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Photon.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,LOXSAT 1,LOXSAT 1 will demonstrate long term storage of cryogenic propellants on orbit as well as fuel transfer experiments.,Low Earth Orbit,1,
,SpaceX Crew-10,"NET February, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,SpaceX Crew-10,"SpaceX Crew-10 is the tenth operational crewed rotation mission of a Crew Dragon spacecraft to the International Space Station. The crew will be composed of NASA astronauts commander Anne McClain and pilot Nichole Ayes, and mission specialists Takuya Onishi of Japan's JAXA and Kirill Peskov of Russia's Roscosmos. Nichole Ayers will become the first member of NASA’s 2021 astronaut class to launch to orbit.",Low Earth Orbit,1,
,CRS NG-22,"NET February, 2025","Due to the retirement of the Antares 230+ rocket, Northrop Grumman purchased three missions from SpaceX to launch the Cygnus spacecraft to the International Space Station before the Antares 330 rocket enters operation and fulfill the CRS Phase 2 contract manifest.",,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,CRS NG-22,Cygnus NG-22 (Northrop Grumman-22) is a cargo resupply mission of the Northrop Grumman Cygnus spacecraft to the International Space Station under the Commercial Resupply Services (CRS) contract with NASA.,Low Earth Orbit,1,
,Transporter 13,"NET February, 2025",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Transporter 13,"Transporter 13 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",Sun-Synchronous Orbit,,
,Kinéis 21-25,"NET February, 2025",,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,Kinéis 21-25,"Fifth and final batch of five satellites for the French Kinéis IoT constellation designed to operate with 25 nanosatellites of 30 kg each. The constellation will enable Kinéis, a company backed by private and public investors including the French government’s space agency CNES (Centre National d'Études Spatiales) and CLS (Collecte Localisation Satellites) an international space-based solutions provider, to improve its global IoT connectivity.",Low Earth Orbit,5,150.0 kg
,Bandwagon-3,"NET February, 2025",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Bandwagon-3,"Bandwagon-3 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to mid-inclination orbits for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",Low Earth Orbit,,
,Sentinel-3C,"NET 1st Quarter, 2025",,,"ELV, Guiana Space Centre, French Guiana, France",,Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,"2,300 kg",4,0,35.0 m,3.3 m,/rockets/31,31,,,"4,500 kN",9.0 m,Sentinel-3C,"Sentinel-3C is an Earth observation satellite constellation developed by the European Space Agency as part of the Copernicus Programme.Copernicus, formerly Global Monitoring for Environment and Security, is the European programme to establish a European capacity for Earth observation designed to provide European policymakers and public authorities with accurate and timely information to better manage the environment and to understand and mitigate the effects of climate change.",Sun-Synchronous Orbit,1,"1,250.0 kg"
,MRV-1,"NET 1st Quarter, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,MRV-1,MRV (Mission Robotic Vehicle) is a satellite servicing payload being built by the Northrop Grumman owned company SpaceLogistics. It designed to attach up to 30 MEPs (Mission Extension Pods) to satellites in GEO over the course of its life.,Geostationary Transfer Orbit,1,"3,000.0 kg"
,Pathfinder Mission 1,"NET March, 2025",,,"LC-36, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},New Glenn,https://storage.googleapis.com/nextspaceflight/media/rockets/New_Glenn.webp,Image Credit: Blue Origin,Planned,"45,000 kg",2,0,98.0 m,7.0 m,/rockets/67,67,"13,000 kg",,"17,150 kN",21.9 m,Pathfinder Mission 1,"Pathfinder Mission 1 or MK1-SN001 is the first of two test missions to validate the technologies needed for its HLS lunar module, some of the life support hardware will travel on this mission in preparation for the first manned flight. MK1-SN001 proves out critical systems, including the BE-7 engine, cryogenic fluid power and propulsions systems, avionics, continuous downlink communications, and precision landing.",,,
,DART AE,"NET 1st Quarter, 2025",Part of Rocket Lab's HASTE Program.,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",,Electron,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron-Rocket.webp,Image Credit: Rocket Lab,Active,320 kg,2,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,DART AE,"DART AE, produced by Hypersonix, is a three-metre-long, single-use, high-temperature alloy, hydrogen-fuelled, scramjet technology demonstrator. DART AE (Additive Engineering) makes significant use of 3D printing and is powered by a single patented 3D printed SPARTAN scramjet engine.",,1,300.0 kg
,Soyuz MS-27,"NET March, 2025",,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",,Soyuz 2.1a,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Crew.webp,Image Credit: Roscosmos,Active,"7,500 kg",3,4,51.38 m,4.11 m,/rockets/141,141,0 kg,$17.42 million,"4,550 kN",15.59 m,Soyuz MS-27,"Soyuz MS-27 is a crewed mission to the International Space Station. The crew consists of Roscosmos cosmonauts Sergey Ryzhikov, Alexey Zubritsky, and NASA astronaut Jonathan ""Jonny"" Kim. The trio will spend around eight months at the space station, and this will be Kim's first space station mission.",Low Earth Orbit,1,
,NISAR,"NET 1st Quarter, 2025",,,"Second Launch Pad, Satish Dhawan Space Centre, India",,GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,"5,000 kg",3,4,51.7 m,4.0 m,/rockets/35,35,"2,500 kg",$47.0 million,"7,887 kN",7.8 m,NISAR,"The NASA-ISRO Synthetic Aperture Radar, or NISAR satellite, will use advanced radar imaging to map the elevation of Earth's land and ice masses 4 to 6 times a month at resolutions of 5 to 10 meters. It is designed to observe and measure some of the planet's most complex natural processes, including ecosystem disturbances, ice-sheet collapse, and natural hazards such as earthquakes, tsunamis, volcanoes and landslides.",Sun-Synchronous Orbit,1,"2,800.0 kg"
,IMAP,"NET Apr 29, 2025",,,"SLC-40, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,IMAP,"Interstellar Mapping and Acceleration Probe (IMAP) will help researchers better understand the boundary of the heliosphere, a magnetic barrier surrounding our solar system. This region is where the constant flow of particles from our Sun, called the solar wind, collides with winds from other stars. This collision limits the amount of harmful cosmic radiation entering the heliosphere. IMAP will collect and map neutral particles that make it through, as well as investigate the fundamental processes of how particles are accelerated in space, from its vantage point orbiting the Sun at the Lagrange 1 point directly between the Sun and Earth.",,1,
,Axiom Mission 4 (Ax-4),"NET April, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Axiom Mission 4 (Ax-4),"Ax-4 is Axiom Space's fourth private crew rotation to the International Space Station aboard a SpaceX Crew Dragon spacecraft. The crew will be composed of commander Peggy Whitson (former NASA astronaut), Shubhanshu Shukla of India, Sławosz Uznański of Poland, and Tibor Kapu of Hungary. This will be India and Poland's first crewed trip to the ISS.",Low Earth Orbit,,
,STP-S29B,"NET April, 2025",,,"SLC-46, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Rocket 4,https://storage.googleapis.com/nextspaceflight/media/rockets/Rocket_4.webp,Image Credit: Astra Space,Planned,600 kg,2,0,18.9 m,1.7 m,/rockets/283,283,,$5.0 million,356 kN,3.4 m,STP-S29B,"The STP-S29B mission will provide orbital launch services for the DoD STP. The DoD STP furthers the maturation of space-based warfighter technologies across the DoD enterprise by providing space access solutions for all research and development-related DoD auxiliary payloads on DoD, civil and commercial launches and for all non-DoD auxiliary payloads seeking launch opportunities on DoD missions.",Low Earth Orbit,,
,Tianwen 2,"NET May, 2025",First Chinese mission to return asteroid samples.,,"Xichang Satellite Launch Center, China",,Long March 3B/E,https://storage.googleapis.com/nextspaceflight/media/rockets/Long_March_3BE.webp,Image Credit: CASC,Active,"11,500 kg",3,4,56.3 m,4.2 m,/rockets/115,115,"5,550 kg",$29.15 million,"5,986 kN",9.56 m,Tianwen 2,"The Tianwen 2 near-Earth asteroid sample return mission, previously named ""Zheng He"" after the 15th-century naval explorer and admiral, will target near-Earth asteroid 469219 Kamoʻoalewa (2016 HO3), collecting about 1000 grams of samples from its surface using both touch-and-go and anchor-and-drill approaches. The samples will be returned to Earth about 2.5 years of launch.",Heliocentric Orbit,1,
,Shenzhou 20,"NET May, 2025",,,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",,Long March 2F/G,https://storage.googleapis.com/nextspaceflight/media/rockets/Long_March_2FG_rocket.webp,Image Credit: CASC,Active,"8,600 kg",2,4,58.34 m,3.6 m,/rockets/114,114,0 kg,,"5,985 kN",19.11 m,Shenzhou 20,"Shenzhou 20 (Chinese: 神舟二十号), the flight will mark the 15th crewed Chinese spaceflight and the twentieth flight of the Shenzhou program. The spacecraft will carry three People's Liberation Army Astronaut Corps (PLAAC) taikonauts on the ninth flight to the Tianhe core module, the first module of the Tiangong space station.",Low Earth Orbit,1,"8,100.0 kg"
,EWS-OD 1,"NET May, 2025",,,"SLC-8, Vandenberg SFB, California, USA",,Minotaur IV,https://storage.googleapis.com/nextspaceflight/media/rockets/Minotaur_IV.webp,,Active,"1,735 kg",4,0,23.88 m,2.34 m,/rockets/128,128,,$46.0 million,"2,200 kN",6.4 m,EWS-OD 1,"EWS-OD 1 or EWS Operational Demonstration-1, integrate the EWS payload and provide on-orbit mission control services to support the collection of theater weather imagery and cloud characterization data for worldwide military operational use.",Sun-Synchronous Orbit,1,400.0 kg
,TSIS-2,"NET May, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,TSIS-2,"NASA's Total and Spectral Solar Irradiance Sensor – 2, or TSIS-2, will measure the Sun's energy input to Earth. Since 1978, various satellites have measured the Sun’s brightness above Earth’s atmosphere. TSIS-2 will add solar irradiance measurements to four decades of continuous data records. Unlike its predecessor TSIS-1, which operates from the International Space Station, TSIS-2 will ride on a free-flying spacecraft.",,1,
