mission_status,title,launch_time,description,videos,article_link,location,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.payload_to_leo,rocket_data.payload_to_gto,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.fairing_height,rocket_data.rocket_details_link,rocket_data.rocket_id,mission_data.title,mission_data.description,mission_data.payloads,mission_data.total_mass,mission_data.orbit
,SpaceX Crew-10,"NET February, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,SpaceX Crew-10,"SpaceX Crew-10 is the tenth operational crewed rotation mission of a Crew Dragon spacecraft to the International Space Station. The crew will be composed of NASA astronauts commander Anne McClain and pilot Nichole Ayes, and mission specialists Takuya Onishi of Japan's JAXA and Kirill Peskov of Russia's Roscosmos. Nichole Ayers will become the first member of NASA’s 2021 astronaut class to launch to orbit.",1,,Low Earth Orbit
,CRS NG-22,"NET February, 2025","Due to the retirement of the Antares 230+ rocket, Northrop Grumman purchased three missions from SpaceX to launch the Cygnus spacecraft to the International Space Station before the Antares 330 rocket enters operation and fulfill the CRS Phase 2 contract manifest.",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,CRS NG-22,Cygnus NG-22 (Northrop Grumman-22) is a cargo resupply mission of the Northrop Grumman Cygnus spacecraft to the International Space Station under the Commercial Resupply Services (CRS) contract with NASA.,1,,Low Earth Orbit
,Transporter 13,"NET February, 2025",,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Transporter 13,"Transporter 13 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",,,Sun-Synchronous Orbit
,Kinéis 21-25,"NET February, 2025",,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,Kinéis 21-25,"Fifth and final batch of five satellites for the French Kinéis IoT constellation designed to operate with 25 nanosatellites of 30 kg each. The constellation will enable Kinéis, a company backed by private and public investors including the French government’s space agency CNES (Centre National d'Études Spatiales) and CLS (Collecte Localisation Satellites) an international space-based solutions provider, to improve its global IoT connectivity.",5,150.0 kg,Low Earth Orbit
,Bandwagon-3,"NET February, 2025",,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Bandwagon-3,"Bandwagon-3 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to mid-inclination orbits for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",,,Low Earth Orbit
,AIST-2T 01 & 02,"NET Mar 17, 2025",,,,"Site 1S, Vostochny Cosmodrome, Russia",Soyuz 2.1b/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1b-Fregat-M.webp,Image Credit: Roscosmos,Active,$25.0 million,"4,550 kN","7,500 kg","3,250 kg",4,4,46.94 m,4.11 m,11.43 m,/rockets/142,142,AIST-2T 01 & 02,"A pair of Russian optical Earth observation satellites built by the Progress Rocket Space Centre for obtaining stereo images of the Earth's surface, with maximum resolution of 1.2 m in panchromatic mode and a swath width of 32 km.",2,,Sun-Synchronous Orbit
,Soyuz MS-27,"NET Mar 20, 2025",,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz 2.1a,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Crew.webp,Image Credit: Roscosmos,Active,$17.42 million,"4,550 kN","7,500 kg",0 kg,3,4,51.38 m,4.11 m,15.59 m,/rockets/141,141,Soyuz MS-27,"Soyuz MS-27 is a crewed mission to the International Space Station. The crew consists of Roscosmos cosmonauts Sergey Ryzhikov, Alexey Zubritsky, and NASA astronaut Jonathan ""Jonny"" Kim. The trio will spend around eight months at the space station, and this will be Kim's first space station mission.",1,,Low Earth Orbit
,Sentinel-3C,"NET 1st Quarter, 2025",,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,Sentinel-3C,"Sentinel-3C is an Earth observation satellite constellation developed by the European Space Agency as part of the Copernicus Programme.Copernicus, formerly Global Monitoring for Environment and Security, is the European programme to establish a European capacity for Earth observation designed to provide European policymakers and public authorities with accurate and timely information to better manage the environment and to understand and mitigate the effects of climate change.",1,"1,250.0 kg",Sun-Synchronous Orbit
,Bion-M n°2,"NET March, 2025",First flight of a derivative of the Vostok spacecraft since 2013.,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz 2.1a,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Crew.webp,Image Credit: Roscosmos,Active,$17.42 million,"4,550 kN","7,500 kg",0 kg,3,4,51.38 m,4.11 m,15.59 m,/rockets/141,141,Bion-M n°2,"Bion-M is an uncrewed Russian spaceship based on the Vostok spacecraft, wich is capable of returning to Earth with some experiments.",1,,Low Earth Orbit
,MRV-1,"NET 1st Quarter, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,MRV-1,MRV (Mission Robotic Vehicle) is a satellite servicing payload being built by the Northrop Grumman owned company SpaceLogistics. It designed to attach up to 30 MEPs (Mission Extension Pods) to satellites in GEO over the course of its life.,1,"3,000.0 kg",Geostationary Transfer Orbit
,Pathfinder Mission 1,"NET March, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-36, Cape Canaveral SFS, Florida, USA",New Glenn,https://storage.googleapis.com/nextspaceflight/media/rockets/New_Glenn.webp,Image Credit: Blue Origin,Planned,,"17,150 kN","45,000 kg","13,000 kg",2,0,98.0 m,7.0 m,21.9 m,/rockets/67,67,Pathfinder Mission 1,"Pathfinder Mission 1 or MK1-SN001 is the first of two test missions to validate the technologies needed for its HLS lunar module, some of the life support hardware will travel on this mission in preparation for the first manned flight. MK1-SN001 proves out critical systems, including the BE-7 engine, cryogenic fluid power and propulsions systems, avionics, continuous downlink communications, and precision landing.",,,
,DART AE,"NET 1st Quarter, 2025",Part of Rocket Lab's HASTE Program.,,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",Electron,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron-Rocket.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,2,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,DART AE,"DART AE, produced by Hypersonix, is a three-metre-long, single-use, high-temperature alloy, hydrogen-fuelled, scramjet technology demonstrator. DART AE (Additive Engineering) makes significant use of 3D printing and is powered by a single patented 3D printed SPARTAN scramjet engine.",1,300.0 kg,
,Fram2,"NET March, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Fram2,"Named in honor of the ship that helped explorers first reach Earth’s Arctic and Antarctic regions, the mission commander will be Chun Wang, an entrepreneur and explorer who co-founded f2pool and stakefish. The vehicle commander will be Jannicke Mikkelsen, a film director, and cinematographer. The vehicle pilot will be Eric Philips, a professional polar adventurer and guide who has completed ski expeditions to the North and South Poles. The final crew member will be mission specialist Rabea Rogge, a robotics researcher from Berlin, currently pursuing her PhD in Norway.",,,Polar Orbit
,NISAR,"NET 1st Quarter, 2025",,,,"Second Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,$47.0 million,"7,887 kN","5,000 kg","2,500 kg",3,4,51.7 m,4.0 m,7.8 m,/rockets/35,35,NISAR,"The NASA-ISRO Synthetic Aperture Radar, or NISAR satellite, will use advanced radar imaging to map the elevation of Earth's land and ice masses 4 to 6 times a month at resolutions of 5 to 10 meters. It is designed to observe and measure some of the planet's most complex natural processes, including ecosystem disturbances, ice-sheet collapse, and natural hazards such as earthquakes, tsunamis, volcanoes and landslides.",1,"2,800.0 kg",Sun-Synchronous Orbit
,Project Kuiper,"NET 1st Quarter, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,$153.0 million,"12,141 kN","18,850 kg","8,900 kg",2,5,62.2 m,5.4 m,26.5 m,/rockets/25,25,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Elytra Mission 1,"NET 1st Quarter, 2025",,,,"SLC-2W, Vandenberg SFB, California, USA",Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,$15.0 million,801 kN,"1,030 kg",,2,0,29.48 m,2.2 m,5.0 m,/rockets/62,62,Elytra Mission 1,"Elytra Mission 1 will demonstrate the responsive on-orbit capabilities of the Elytra vehicle. In support of Xtenti’s follow-on study contract with the NRO, the mission will demonstrate a rapid payload reconfiguration utilizing Xtenti’s FANTM-RiDE payload dispenser prior to launching on Firefly’s Alpha vehicle. Upon launching on Alpha, Firefly’s Elytra vehicle will utilize the FANTM-RiDE dispenser to first deploy commercial rideshare payloads in Sun-Synchronous Orbit, and then perform an on-orbit maneuver and stand ready to deploy U.S. government payloads on-demand.",,,Sun-Synchronous Orbit
,IMAP,"NET Apr 29, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40, Cape Canaveral SFS, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,IMAP,"Interstellar Mapping and Acceleration Probe (IMAP) will help researchers better understand the boundary of the heliosphere, a magnetic barrier surrounding our solar system. This region is where the constant flow of particles from our Sun, called the solar wind, collides with winds from other stars. This collision limits the amount of harmful cosmic radiation entering the heliosphere. IMAP will collect and map neutral particles that make it through, as well as investigate the fundamental processes of how particles are accelerated in space, from its vantage point orbiting the Sun at the Lagrange 1 point directly between the Sun and Earth.",1,,
,Axiom Mission 4 (Ax-4),"NET April, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Axiom Mission 4 (Ax-4),"Ax-4 is Axiom Space's fourth private crew rotation to the International Space Station aboard a SpaceX Crew Dragon spacecraft. The crew will be composed of commander Peggy Whitson (former NASA astronaut), Shubhanshu Shukla of India, Sławosz Uznański of Poland, and Tibor Kapu of Hungary. This will be India and Poland's first crewed trip to the ISS.",,,Low Earth Orbit
,STP-S29B,"NET April, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-46, Cape Canaveral SFS, Florida, USA",Rocket 4,https://storage.googleapis.com/nextspaceflight/media/rockets/Rocket_4.webp,Image Credit: Astra Space,Planned,$5.0 million,356 kN,600 kg,,2,0,18.9 m,1.7 m,3.4 m,/rockets/283,283,STP-S29B,"The STP-S29B mission will provide orbital launch services for the DoD STP. The DoD STP furthers the maturation of space-based warfighter technologies across the DoD enterprise by providing space access solutions for all research and development-related DoD auxiliary payloads on DoD, civil and commercial launches and for all non-DoD auxiliary payloads seeking launch opportunities on DoD missions.",,,Low Earth Orbit
,CRS SNC-1,"NET May, 2025",First flight of the Dream Chaser spaceplane.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC4L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4L.webp,Image Credit: ULA,Planned,,"13,006 kN","24,600 kg","11,693 kg",2,4,63.3 m,5.4 m,21.3 m,/rockets/70,70,CRS SNC-1,The Dream Chaser Cargo System is an American reusable spaceplane being developed by Sierra Nevada Corporation (SNC) Space Systems. The Dream Chaser is designed to resupply the International Space Station with both pressurized and unpressurized cargo. The vehicle will launch vertically and autonomously land horizontally on conventional runways.,1,"5,000.0 kg",Low Earth Orbit
,Tianwen 2,"NET May, 2025",First Chinese mission to return asteroid samples.,,,"Xichang Satellite Launch Center, China",Long March 3B/E,https://storage.googleapis.com/nextspaceflight/media/rockets/Long_March_3BE.webp,Image Credit: CASC,Active,$29.15 million,"5,986 kN","11,500 kg","5,550 kg",3,4,56.3 m,4.2 m,9.56 m,/rockets/115,115,Tianwen 2,"The Tianwen 2 near-Earth asteroid sample return mission, previously named ""Zheng He"" after the 15th-century naval explorer and admiral, will target near-Earth asteroid 469219 Kamoʻoalewa (2016 HO3), collecting about 1000 grams of samples from its surface using both touch-and-go and anchor-and-drill approaches. The samples will be returned to Earth about 2.5 years of launch.",1,,Heliocentric Orbit
,Shenzhou 20,"NET May, 2025",,,,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Long March 2F/G,https://storage.googleapis.com/nextspaceflight/media/rockets/Long_March_2FG_rocket.webp,Image Credit: CASC,Active,,"5,985 kN","8,600 kg",0 kg,2,4,58.34 m,3.6 m,19.11 m,/rockets/114,114,Shenzhou 20,"Shenzhou 20 (Chinese: 神舟二十号), the flight will mark the 15th crewed Chinese spaceflight and the twentieth flight of the Shenzhou program. The spacecraft will carry three People's Liberation Army Astronaut Corps (PLAAC) taikonauts on the ninth flight to the Tianhe core module, the first module of the Tiangong space station.",1,"8,100.0 kg",Low Earth Orbit
,EWS-OD 1,"NET May, 2025",,,,"SLC-8, Vandenberg SFB, California, USA",Minotaur IV,https://storage.googleapis.com/nextspaceflight/media/rockets/Minotaur_IV.webp,,Active,$46.0 million,"2,200 kN","1,735 kg",,4,0,23.88 m,2.34 m,6.4 m,/rockets/128,128,EWS-OD 1,"EWS-OD 1 or EWS Operational Demonstration-1, integrate the EWS payload and provide on-orbit mission control services to support the collection of theater weather imagery and cloud characterization data for worldwide military operational use.",1,400.0 kg,Sun-Synchronous Orbit
,Bandwagon-4,"NET May, 2025",,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Bandwagon-4,"Bandwagon-4 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to mid-inclination orbits for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",,,Low Earth Orbit
,ViaSat-3 Asia-Pacific,"NET 2nd Quarter, 2025","In late April 2023, it was announced that Viasat Asia-Pacific will no longer fly on Ariane 6, due to delays in Ariane 6 development as well as the re-manifestation of several payloads from Russian launchers to Ariane vehicles after Russia invaded Ukraine. Viasat is currently evaluating other launch vehicles for this launch. We will keep the rocket set to the Ariane 64 until Viasat re-manifests its satellite onto a different launcher.",,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,$106.0 million,"15,370 kN","21,650 kg","11,500 kg",2,4,62.0 m,5.4 m,20.0 m,/rockets/92,92,ViaSat-3 APAC (Asia-Pacific),"The ViaSat-3 class of Ka-band satellites is expected to provide unprecedented capabilities in terms of service speed and flexibility for a satellite platform. The first two satellites will focus on the Americas and on Europe, the Middle East, and Africa (EMEA), respectively, with the third satellite planned for the APAC region, completing Viasat's global service coverage. Each ViaSat-3 class satellite is expected to deliver more than 1 terabit per second of network capacity and to leverage high levels of flexibility to dynamically direct capacity to where customers are located.",1,"6,400.0 kg",Geostationary Earth Orbit
,SPAINSAT New Generation II,"NET June, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,SPAINSAT New Generation II,"SPAINSAT NG is Hisdesat's largest project since its foundation. Its technological complexity and strategic relevance will position the company as an international benchmark in satellite communications. The new Spainsat NG generation will multiply by 16 times the capacity in X and Ka military band with respect to the current devices and will add a new payload in UHF band. In addition, it will operate with active X-band antennas in receive and transmit. Pioneers in the European aerospace sector, each of them will be assigned 16 different areas of operation to perform their coverage services with electronic configuration.",1,"6,100.0 kg",Geostationary Transfer Orbit
,Transporter 14,"NET June, 2025",,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Transporter 14,"Transporter 14 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",,,Sun-Synchronous Orbit
,Project Kuiper,"NET 2nd Quarter, 2025",,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,"NET 2nd Quarter, 2025",,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,"NET 2nd Quarter, 2025",,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Demo Flight,"NET June, 2025",First flight of Neutron. Currently NET Mid 2025.,,,"Wallops Flight Facility, Virginia, USA",Neutron,https://storage.googleapis.com/nextspaceflight/media/rockets/Neutron.webp,Image Credit: Rocket Lab,Planned,$52.5 million,"6,800 kN","15,000 kg",,2,0,43.0 m,5.0 m,7.0 m,/rockets/284,284,,,,,
,Demo Flight,"NET 2nd Quarter, 2025",First flight of ZhuQue-3,,,"Jiuquan Satellite Launch Center, China",ZhuQue-3,https://storage.googleapis.com/nextspaceflight/media/rockets/ZhuQue-3.webp,Image Credit: LandSpace,Planned,,,"21,300 kg",,2,,76.6 m,5.2 m,,/rockets/293,293,,,,,
,Acadia Mission 4,"NET June, 2025",,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,Acadia Mission 4,"Capella Space introduced its latest generation of satellites named ""Acadia"", which offer increased imaging capability and improved communications connectivity. These satellites are smaller and lighter than previous models, but offer higher resolution and detection capabilities, enabling better Earth observation and more accurate decision-making.",1,165.0 kg,Low Earth Orbit
,Tranche 1 Transport Layer A,"NET 2nd Quarter, 2025",,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Transport Layer A,The Tranche 1 Transport Layer A mission is the first of six missions launched by the Space Development Agency for the Tranche 1 Transport Layer.,1,,
,ESCAPADE,"NET 2nd Quarter, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-36, Cape Canaveral SFS, Florida, USA",New Glenn,https://storage.googleapis.com/nextspaceflight/media/rockets/New_Glenn.webp,Image Credit: Blue Origin,Planned,,"17,150 kN","45,000 kg","13,000 kg",2,0,98.0 m,7.0 m,21.9 m,/rockets/67,67,ESCAPADE,The Escape and Plasma Acceleration and Dynamics Explorers (EscaPADE) are a dual-spacecraft mission to study ion and sputtered escape from Mars. The two identical spacecraft were scheduled for launch as secondary satellites on the Psyche mission in August 2022 but were removed due to problems with the required trajectory. The science goals of the mission are to: understand the processes controlling the structure of Mars' hybrid magnetosphere and how it guides ion flows; understand how energy and momentum are transported from the solar wind through Mars' magnetosphere; and understand the processes controlling the flow of energy and matter into and out of the collisional atmosphere. EscaPADE is part of the NASA Small Innovative Missions for Planetary Exploration (SIMPLEx) program.,2,"1,070.0 kg",Heliocentric Orbit
,Tranche 1 Transport Layer B,"NET 2nd Quarter, 2025",NET 2025,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Transport Layer B,Tranche 1 Transport Layer B is the second of six missions by the Space Development Agency for the Tranche 1 Transport Layer.,,,Polar Orbit
,Tranche 1 Transport Layer C,"NET 2nd Quarter, 2025",NET 2025,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Transport Layer C,Tranche 1 Transport Layer C is the third of six missions by the Space Development Agency for the Tranche 1 Transport Layer.,,,Polar Orbit
,Tranche 1 Transport Layer D,"NET 2nd Quarter, 2025",NET 2025,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Transport Layer D,Tranche 1 Transport Layer D is the fourth of six missions by the Space Development Agency for the Tranche 1 Transport Layer.,,,Polar Orbit
,Tranche 1 Transport Layer E,"NET 2nd Quarter, 2025",NET 2025,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Transport Layer E,Tranche 1 Transport Layer E is the fifth of six missions by the Space Development Agency for the Tranche 1 Transport Layer.,,,Polar Orbit
,Tranche 1 Transport Layer F,"NET 2nd Quarter, 2025",,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Transport Layer F,Tranche 1 Transport Layer F is the sixth of six missions by the Space Development Agency for the Tranche 1 Transport Layer.,,,Polar Orbit
